eeid,full_name,job_title,department,business_unit,gender,ethnicity,age,hire_date,annual_salary,bonus_percent,country,city,exit_date
E02628,Nora Nelson,Analyst II,Finance,Manufacturing,Female,Caucasian,41,01/09/2007,"$50,685",0%,United States,Columbus,NA
E03578,Maverick Li,Analyst II,Sales,Research & Development,Male,Asian,34,03/10/2018,"$58,993",0%,United States,Austin,NA
E03563,Ian Barnes,Operations Engineer,Engineering,Corporate,Male,Caucasian,47,06/08/2020,"$115,765",0%,United States,Miami,2/2/2021
E02781,Athena Vu,Director,Accounting,Manufacturing,Female,Asian,63,03/06/2007,"$193,044",15%,United States,Miami,NA
E04739,Ruby Washington,Analyst,Marketing,Research & Development,Female,Black,65,06/17/2011,"$56,686",0%,United States,Seattle,6/9/2015
E02665,Bella Butler,Sr. Manger,Finance,Manufacturing,Female,Black,33,10/25/2019,"$131,652",11%,United States,Seattle,NA
E04132,Kinsley Henry,Director,Marketing,Manufacturing,Female,Black,45,02/29/2008,"$150,577",25%,United States,Miami,NA
E00276,Kennedy Romero,Engineering Manager,Engineering,Research & Development,Female,Latino,37,12/27/2018,"$87,359",11%,Brazil,Rio de Janerio,NA
E04277,Zoe Do,Analyst II,Sales,Speciality Products,Female,Asian,60,01/08/2014,"$51,877",0%,China,Beijing,NA
E03890,Everett Khan,Solutions Architect,IT,Manufacturing,Male,Asian,43,01/18/2017,"$86,417",0%,United States,Chicago,NA
E02012,Anna Han,System Administrator ,IT,Research & Development,Female,Asian,65,05/08/2003,"$96,548",0%,United States,Austin,NA
E02881,Leilani Sharma,Sr. Analyst,Accounting,Manufacturing,Female,Asian,43,01/23/2014,"$92,940",0%,China,Chengdu,NA
E03750,Jordan Cho,Analyst II,Accounting,Speciality Products,Male,Asian,28,08/24/2018,"$61,410",0%,United States,Phoenix,NA
E00605,Nova Williams,Manager,Finance,Speciality Products,Female,Black,61,04/25/2010,"$110,302",6%,United States,Miami,NA
E04641,Scarlett Hill,Director,Engineering,Speciality Products,Female,Black,45,04/22/2018,"$187,205",24%,United States,Columbus,6/20/2022
E01019,Dominic Scott,Sr. Analyst,Sales,Corporate,Male,Caucasian,45,03/16/2011,"$81,687",0%,United States,Phoenix,NA
E01519,Anthony Marquez,Vice President,IT,Speciality Products,Male,Latino,54,08/15/2009,"$241,083",39%,United States,Columbus,NA
E03694,Elena Patterson,Vice President,Finance,Speciality Products,Female,Black,38,11/09/2018,"$223,805",36%,United States,Chicago,NA
E01123,Madison Nelson,Director,Accounting,Corporate,Female,Caucasian,27,07/16/2021,"$161,759",16%,United States,Miami,NA
E01366,William Walker,Computer Systems Manager,IT,Research & Development,Male,Black,40,02/24/2019,"$95,899",10%,United States,Columbus,3/8/2021
E04005,Lincoln Wong,Sr. Analyst,Finance,Corporate,Male,Asian,49,06/07/2019,"$80,700",0%,United States,Columbus,NA
E02770,James Huang,Manager,Human Resources,Speciality Products,Male,Asian,54,03/11/1997,"$128,136",5%,China,Beijing,NA
E04018,Emery Ford,Analyst II,Marketing,Corporate,Female,Caucasian,39,04/18/2017,"$58,745",0%,United States,Austin,NA
E01591,Paisley Trinh,Technical Architect,IT,Corporate,Female,Asian,57,05/04/1992,"$76,202",0%,United States,Austin,12/18/1994
E04940,Hudson Williams,Vice President,Sales,Speciality Products,Male,Black,36,03/19/2018,"$195,200",36%,United States,Austin,NA
E03465,Harper Phan,Analyst II,Finance,Manufacturing,Female,Asian,45,12/07/2016,"$71,454",0%,China,Shanghai,NA
E03870,Madeline Allen,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,30,02/03/2020,"$94,652",0%,United States,Seattle,NA
E01927,Charles Moore,Technical Architect,IT,Manufacturing,Male,Black,34,02/16/2016,"$63,411",0%,United States,Miami,NA
E03064,Lincoln Fong,Analyst II,Sales,Speciality Products,Male,Asian,31,02/17/2020,"$67,171",0%,China,Chongqing,5/1/2021
E01883,Isla Guzman,Sr. Manger,Accounting,Speciality Products,Female,Latino,28,07/06/2019,"$152,036",15%,Brazil,Rio de Janerio,NA
E03984,Hailey Foster,Controls Engineer,Engineering,Manufacturing,Female,Black,55,03/21/2021,"$95,562",0%,United States,Chicago,NA
E00446,Hudson Hill,Sr. Analyst,Sales,Research & Development,Male,Caucasian,30,11/04/2019,"$96,092",0%,United States,Austin,NA
E02825,Wyatt Li,Vice President,Engineering,Manufacturing,Male,Asian,63,06/03/2013,"$254,289",39%,United States,Chicago,NA
E04174,Maverick Henry,Computer Systems Manager,IT,Research & Development,Male,Caucasian,26,07/10/2019,"$69,110",5%,United States,Chicago,NA
E01899,Xavier Jackson,Vice President,Marketing,Speciality Products,Male,Caucasian,52,06/11/2002,"$236,314",34%,United States,Miami,NA
E02562,Christian Medina,Analyst,Marketing,Corporate,Male,Latino,51,06/19/2007,"$45,206",0%,United States,Columbus,NA
E01006,Autumn Leung,Vice President,Finance,Research & Development,Female,Asian,25,11/15/2021,"$210,708",33%,United States,Chicago,NA
E02903,Robert Vazquez,System Administrator ,IT,Corporate,Male,Latino,40,09/26/2021,"$87,770",0%,United States,Austin,NA
E03642,Aria Roberts,Manager,Accounting,Corporate,Female,Caucasian,38,08/12/2015,"$106,858",5%,United States,Seattle,NA
E02884,Axel Johnson,Director,Human Resources,Corporate,Male,Caucasian,60,04/14/2015,"$155,788",17%,United States,Seattle,NA
E00701,Madeline Garcia,Sr. Business Partner,Human Resources,Speciality Products,Female,Latino,45,04/26/2019,"$74,891",0%,Brazil,Rio de Janerio,NA
E04720,Christopher Chung,Controls Engineer,Engineering,Corporate,Male,Asian,28,12/18/2021,"$95,670",0%,United States,Phoenix,NA
E01985,Eliana Turner,Account Representative,Sales,Research & Development,Female,Black,65,09/29/2000,"$67,837",0%,United States,Austin,NA
E03273,Daniel Shah,Analyst II,Sales,Research & Development,Male,Asian,41,06/04/2010,"$72,425",0%,China,Beijing,NA
E02415,Penelope Gonzalez,Sr. Analyst,Sales,Corporate,Female,Latino,52,10/16/1994,"$93,103",0%,United States,Phoenix,NA
E02877,Mila Allen,Controls Engineer,Engineering,Corporate,Female,Caucasian,56,10/14/2015,"$76,272",0%,United States,Miami,10/22/2021
E00091,Emilia Chu,Analyst II,Finance,Manufacturing,Female,Asian,48,06/24/2003,"$55,760",0%,United States,Austin,NA
E02563,Emily Clark,Vice President,Accounting,Corporate,Female,Caucasian,36,01/13/2020,"$253,294",40%,United States,Miami,NA
E04221,Roman King,Analyst II,Finance,Corporate,Male,Caucasian,60,08/16/2007,"$58,671",0%,United States,Columbus,NA
E04887,Emery Do,Account Representative,Sales,Research & Development,Female,Asian,40,03/16/2018,"$55,457",0%,United States,Columbus,NA
E03170,Autumn Thao,Account Representative,Sales,Manufacturing,Female,Asian,63,09/26/2017,"$72,340",0%,United States,Phoenix,4/3/2019
E01636,Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,29,11/02/2016,"$122,054",6%,United States,Phoenix,NA
E01387,Cora Zheng,Director,IT,Manufacturing,Female,Asian,27,01/03/2018,"$167,100",20%,China,Chengdu,NA
E01363,Ayla Daniels,Technical Architect,IT,Corporate,Female,Caucasian,53,04/23/1997,"$78,153",0%,United States,Miami,NA
E02249,Allison Daniels,Manager,Finance,Manufacturing,Female,Caucasian,37,04/14/2020,"$103,524",9%,United States,Phoenix,NA
E02987,Mateo Harris,Manager,IT,Corporate,Male,Caucasian,30,08/05/2017,"$119,906",5%,United States,Columbus,NA
E03655,Samantha Rogers,Analyst,Marketing,Speciality Products,Female,Caucasian,28,01/17/2020,"$45,061",0%,United States,Miami,NA
E04048,Julian Lee,IT Systems Architect,IT,Corporate,Male,Asian,51,01/17/2003,"$91,399",0%,United States,Seattle,NA
E03626,Nicholas Avila,Enterprise Architect,IT,Research & Development,Male,Latino,28,09/28/2017,"$97,336",0%,United States,Austin,NA
E03694,Hailey Watson,Sr. Manger,Accounting,Corporate,Female,Black,31,01/20/2017,"$124,629",10%,United States,Columbus,NA
E02920,Willow Woods,Vice President,Human Resources,Speciality Products,Female,Caucasian,28,07/25/2021,"$231,850",39%,United States,Miami,NA
E03220,Alexander Gonzales,Manager,Accounting,Research & Development,Male,Latino,34,06/04/2018,"$128,329",8%,United States,Phoenix,NA
E01347,Aiden Gonzales,Vice President,Marketing,Speciality Products,Male,Latino,44,03/28/2021,"$186,033",34%,Brazil,Sao Paulo,NA
E03968,Joshua Chin,Sr. Manger,Marketing,Manufacturing,Male,Asian,60,07/26/2021,"$121,480",14%,United States,Phoenix,NA
E04299,Paisley Hall,Director,Human Resources,Speciality Products,Female,Caucasian,41,05/21/2010,"$153,275",24%,United States,Columbus,NA
E01150,Allison Leung,Sr. Analyst,Sales,Research & Development,Female,Asian,62,05/18/2020,"$97,830",0%,United States,Austin,NA
E03774,Hannah Mejia,Vice President,Marketing,Corporate,Female,Latino,47,03/13/1999,"$239,394",32%,United States,Austin,NA
E01638,Elizabeth Huang,Analyst,Finance,Speciality Products,Female,Asian,62,09/20/2002,"$49,738",0%,China,Beijing,NA
E01877,Abigail Garza,Analyst,Accounting,Manufacturing,Female,Latino,33,05/27/2018,"$45,049",0%,United States,Seattle,NA
E01193,Raelynn Lu,Director,Finance,Research & Development,Female,Asian,27,05/26/2020,"$153,628",29%,China,Chongqing,12/12/2020
E01789,Charles Luu,Sr. Manger,Sales,Manufacturing,Male,Asian,25,06/15/2021,"$142,731",11%,China,Shanghai,6/3/2022
E01422,Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,Female,Latino,29,05/15/2020,"$137,106",12%,Brazil,Sao Paulo,NA
E00440,Adeline Thao,Vice President,Finance,Corporate,Female,Asian,54,09/05/2007,"$183,239",32%,United States,Seattle,NA
E00145,Kinsley Dixon,Analyst,Accounting,Manufacturing,Female,Caucasian,28,05/25/2019,"$45,819",0%,United States,Miami,NA
E04150,Natalia Vu,Analyst,Accounting,Research & Development,Female,Asian,54,12/29/2006,"$55,518",0%,United States,Columbus,NA
E02846,Julia Mai,Manager,Marketing,Manufacturing,Female,Asian,50,03/11/2012,"$108,134",10%,China,Shanghai,NA
E04247,Camila Evans,Manager,Marketing,Research & Development,Female,Black,55,12/20/1992,"$113,950",9%,United States,Miami,NA
E02613,Everly Lai,Vice President,Marketing,Speciality Products,Female,Asian,52,04/01/1998,"$182,035",30%,United States,Chicago,NA
E03349,Adam He,Director,Accounting,Speciality Products,Male,Asian,35,08/16/2017,"$181,356",23%,China,Beijing,NA
E03648,Vivian Hunter,Account Representative,Sales,Corporate,Female,Black,26,08/21/2019,"$66,084",0%,United States,Seattle,NA
E02192,Lucy Avila,Solutions Architect,IT,Speciality Products,Female,Latino,43,04/22/2010,"$76,912",0%,Brazil,Sao Paulo,NA
E03981,Eliana Li,Test Engineer,Engineering,Research & Development,Female,Asian,63,05/07/2018,"$67,987",0%,United States,Miami,NA
E03262,Logan Mitchell,Analyst II,Marketing,Manufacturing,Male,Caucasian,65,08/20/2005,"$59,833",0%,United States,Columbus,NA
E02716,Dominic Dinh,Sr. Manger,Marketing,Speciality Products,Male,Asian,45,04/11/2005,"$128,468",11%,United States,Chicago,NA
E00245,Lucas Daniels,Manager,Sales,Corporate,Male,Black,42,05/29/2011,"$102,440",6%,United States,Chicago,NA
E04123,Andrew Holmes,Vice President,IT,Speciality Products,Male,Black,59,12/30/2010,"$246,619",36%,United States,Miami,NA
E03471,Julia Sandoval,Manager,Human Resources,Corporate,Female,Latino,42,11/19/2017,"$101,143",6%,United States,Miami,NA
E00717,Kennedy Vargas,Business Partner,Human Resources,Manufacturing,Female,Latino,45,10/14/2005,"$51,404",0%,Brazil,Manaus,12/6/2009
E01966,Thomas Williams,Field Engineer,Engineering,Speciality Products,Male,Caucasian,45,11/21/2015,"$87,292",0%,United States,Columbus,NA
E03683,Raelynn Hong,Director,Marketing,Speciality Products,Female,Asian,28,12/11/2019,"$182,321",28%,China,Beijing,NA
E03694,Eli Reed,Systems Analyst,IT,Corporate,Male,Caucasian,51,02/27/2014,"$53,929",0%,United States,Miami,12/22/2017
E04766,Lyla Yoon,Vice President,Accounting,Manufacturing,Female,Asian,38,12/13/2012,"$191,571",32%,United States,Austin,NA
E01465,Hannah White,Sr. Manger,Accounting,Corporate,Female,Caucasian,62,01/30/2009,"$150,555",13%,United States,Phoenix,NA
E00206,Theodore Xi,Manager,Finance,Corporate,Male,Asian,52,10/05/2009,"$122,890",7%,China,Shanghai,NA
E04088,Ezra Liang,Vice President,Finance,Research & Development,Male,Asian,52,05/26/1997,"$216,999",37%,United States,Miami,NA
E02066,Grayson Yee,Manager,Human Resources,Corporate,Male,Asian,48,07/16/2015,"$110,565",9%,China,Beijing,NA
E03227,Eli Richardson,IT Coordinator,IT,Speciality Products,Male,Caucasian,38,04/19/2015,"$48,762",0%,United States,Seattle,NA
E03364,Audrey Lee,Development Engineer,Engineering,Speciality Products,Female,Asian,51,02/11/2017,"$87,036",0%,China,Chongqing,NA
E00607,Jameson Allen,Director,Marketing,Speciality Products,Male,Caucasian,32,11/28/2016,"$177,443",16%,United States,Seattle,NA
E02258,Eliza Chen,Enterprise Architect,IT,Research & Development,Female,Asian,36,04/29/2016,"$75,862",0%,United States,Austin,NA
E03681,Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,45,04/26/2019,"$90,870",0%,United States,Chicago,NA
E02298,Emily Doan,Engineering Manager,Engineering,Corporate,Female,Asian,32,12/04/2014,"$99,202",11%,United States,Phoenix,NA
E02984,Jack Mai,Sr. Analyst,Marketing,Corporate,Male,Asian,45,09/22/2007,"$92,293",0%,China,Chengdu,NA
E02440,Grayson Turner,Solutions Architect,IT,Corporate,Male,Caucasian,54,06/30/1992,"$63,196",0%,United States,Chicago,10/26/2014
E04699,Ivy Tang,Development Engineer,Engineering,Speciality Products,Female,Asian,48,05/03/2012,"$65,340",0%,China,Shanghai,5/9/2018
E03579,Robert Zhang,Vice President,Marketing,Corporate,Male,Asian,45,09/24/2015,"$202,680",32%,United States,Phoenix,8/17/2022
E01649,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,Latino,46,04/24/2017,"$77,461",9%,Brazil,Sao Paulo,NA
E04969,Abigail Vang,Operations Engineer,Engineering,Research & Development,Female,Asian,40,09/09/2016,"$109,680",0%,China,Chengdu,NA
E00170,Claire Adams,Director,Sales,Manufacturing,Female,Black,61,08/19/1997,"$159,567",28%,United States,Phoenix,NA
E00955,Theodore Marquez,Development Engineer,Engineering,Speciality Products,Male,Latino,54,11/24/2012,"$94,407",0%,Brazil,Sao Paulo,NA
E00810,Hunter Nunez,Vice President,Human Resources,Corporate,Male,Latino,62,08/16/2002,"$234,594",33%,United States,Seattle,NA
E02798,Charles Henderson,Systems Analyst,IT,Speciality Products,Male,Caucasian,48,02/11/2002,"$43,080",0%,United States,Austin,NA
E04542,Camila Cortez,Manager,Marketing,Manufacturing,Female,Latino,29,05/09/2021,"$129,541",8%,United States,Phoenix,5/24/2021
E02818,Aaron Garza,Director,Sales,Research & Development,Male,Latino,39,12/27/2013,"$165,756",28%,United States,Columbus,6/9/2020
E02907,Jose Singh,Sr. Manger,Finance,Speciality Products,Male,Asian,44,04/06/2010,"$142,878",12%,United States,Columbus,NA
E00023,Gabriel Joseph,Director,Engineering,Manufacturing,Male,Caucasian,52,10/28/2006,"$187,992",28%,United States,Miami,NA
E02391,Natalia Santos,Vice President,Human Resources,Speciality Products,Female,Latino,45,02/25/2019,"$249,801",39%,Brazil,Sao Paulo,NA
E01429,Dylan Wilson,Network Administrator,IT,Research & Development,Male,Caucasian,48,09/27/2006,"$76,505",0%,United States,Seattle,4/8/2007
E00494,Robert Alvarez,Service Desk Analyst,IT,Corporate,Male,Latino,39,10/21/2016,"$84,297",0%,Brazil,Manaus,NA
E00634,Samantha Chavez,Sr. Analyst,Sales,Speciality Products,Female,Latino,53,01/09/2017,"$75,769",0%,Brazil,Manaus,7/17/2020
E01249,Samuel Bailey,Vice President,Accounting,Speciality Products,Male,Caucasian,41,08/17/2013,"$235,619",30%,United States,Seattle,NA
E04683,Ezekiel Delgado,Director,Engineering,Speciality Products,Male,Latino,40,02/07/2020,"$187,187",18%,Brazil,Manaus,NA
E04732,Benjamin Ramirez,Network Engineer,IT,Research & Development,Male,Latino,48,07/27/2005,"$68,987",0%,United States,Chicago,4/22/2006
E03834,Anthony Carter,Director,Engineering,Speciality Products,Male,Caucasian,41,03/15/2007,"$155,926",24%,United States,Columbus,5/30/2008
E02923,Ethan Tang,Sr. Analyst,Accounting,Speciality Products,Male,Asian,54,05/04/2016,"$93,668",0%,United States,Chicago,NA
E02642,Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,38,11/29/2019,"$69,647",0%,United States,Miami,4/20/2022
E00981,Miles Thao,System Administrator ,IT,Corporate,Male,Asian,57,06/26/2003,"$63,318",0%,United States,Columbus,NA
E04157,William Cao,Sr. Analyst,Marketing,Manufacturing,Male,Asian,63,02/12/2017,"$77,629",0%,China,Beijing,NA
E03528,Leo Hsu,Sr. Manger,Human Resources,Manufacturing,Male,Asian,62,11/22/2017,"$138,808",15%,China,Chongqing,NA
E04547,Avery Grant,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,03/05/2014,"$88,777",0%,United States,Chicago,NA
E04415,Penelope Fong,Director,Accounting,Corporate,Female,Asian,60,05/14/2004,"$186,378",26%,China,Chongqing,NA
E04484,Vivian Thao,Quality Engineer,Engineering,Research & Development,Female,Asian,45,04/23/2015,"$60,017",0%,United States,Chicago,NA
E02800,Eva Estrada,Sr. Manger,Sales,Speciality Products,Female,Latino,45,07/24/2018,"$148,991",12%,Brazil,Sao Paulo,NA
E04926,Emma Luna,Field Engineer,Engineering,Speciality Products,Female,Latino,52,03/25/2008,"$97,398",0%,Brazil,Manaus,NA
E01268,Charlotte Wu,Sr. Business Partner,Human Resources,Manufacturing,Female,Asian,63,05/02/2007,"$72,805",0%,China,Shanghai,NA
E04853,Vivian Chu,Sr. Account Representative,Sales,Research & Development,Female,Asian,46,01/17/2021,"$72,131",0%,China,Shanghai,NA
E01209,Jayden Williams,Manager,Human Resources,Manufacturing,Male,Caucasian,64,12/26/1992,"$104,668",8%,United States,Columbus,NA
E02024,Amelia Bell,Sr. Analyst,Sales,Manufacturing,Female,Caucasian,53,08/05/2017,"$89,769",0%,United States,Seattle,NA
E02427,Addison Mehta,Manager,Sales,Corporate,Female,Asian,27,09/15/2018,"$127,616",7%,United States,Columbus,NA
E00276,Alexander Jackson,Manager,Human Resources,Corporate,Male,Caucasian,45,07/09/2012,"$109,883",7%,United States,Columbus,NA
E00951,Everly Lin,Business Partner,Human Resources,Manufacturing,Female,Asian,25,03/15/2021,"$47,974",0%,China,Chongqing,NA
E03248,Lyla Stewart,Sr. Manger,IT,Speciality Products,Female,Caucasian,43,03/27/2015,"$120,321",12%,United States,Austin,NA
E04444,Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,Female,Latino,61,08/10/2014,"$57,446",0%,United States,Phoenix,NA
E02307,Skylar Evans,Director,Accounting,Research & Development,Female,Caucasian,42,06/04/2009,"$174,099",26%,United States,Austin,NA
E02375,Lincoln Huynh,Sr. Manger,Finance,Manufacturing,Male,Asian,63,02/08/2002,"$128,703",13%,United States,Austin,NA
E02276,Hazel Griffin,Field Engineer,Engineering,Corporate,Female,Caucasian,32,11/09/2015,"$65,247",0%,United States,Phoenix,NA
E02649,Charles Gonzalez,Quality Engineer,Engineering,Research & Development,Male,Latino,27,09/28/2018,"$64,247",0%,Brazil,Rio de Janerio,NA
E00503,Leah Patterson,Manager,Human Resources,Research & Development,Female,Caucasian,33,06/11/2012,"$118,253",8%,United States,Austin,NA
E01706,Avery Sun,Operations Engineer,Engineering,Manufacturing,Female,Asian,45,03/11/2004,"$109,422",0%,China,Chongqing,NA
E00676,Isaac Yoon,Manager,Human Resources,Corporate,Male,Asian,41,02/06/2019,"$126,950",10%,United States,Chicago,NA
E02005,Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,Asian,36,11/21/2014,"$97,500",0%,United States,Miami,NA
E01895,Gabriel Zhou,IT Coordinator,IT,Manufacturing,Male,Asian,25,01/17/2021,"$41,844",0%,China,Chongqing,NA
E01396,Jack Vu,Analyst II,Accounting,Research & Development,Male,Asian,43,02/10/2014,"$58,875",0%,China,Chengdu,NA
E00749,Valentina Moua,Account Representative,Sales,Manufacturing,Female,Asian,37,11/10/2015,"$64,204",0%,United States,Columbus,4/20/2021
E01941,Quinn Trinh,Analyst II,Sales,Corporate,Female,Asian,42,05/09/2010,"$67,743",0%,China,Beijing,12/25/2014
E01413,Caroline Nelson,Sr. Account Representative,Sales,Speciality Products,Female,Black,60,07/30/1997,"$71,677",0%,United States,Columbus,NA
E03928,Miles Dang,IT Coordinator,IT,Speciality Products,Male,Asian,61,09/24/2000,"$40,063",0%,United States,Miami,NA
E04109,Leah Bryant,IT Coordinator,IT,Manufacturing,Female,Caucasian,55,04/30/2004,"$40,124",0%,United States,Austin,NA
E03994,Henry Jung,Automation Engineer,Engineering,Manufacturing,Male,Asian,57,02/26/2018,"$103,183",0%,United States,Austin,7/9/2021
E00639,Benjamin Mai,System Administrator ,IT,Corporate,Male,Asian,54,06/15/1998,"$95,239",0%,United States,Phoenix,NA
E00608,Anna Han,Development Engineer,Engineering,Manufacturing,Female,Asian,29,11/09/2019,"$75,012",0%,United States,Chicago,NA
E04189,Ariana Kim,Network Architect,IT,Manufacturing,Female,Asian,33,06/29/2014,"$96,366",0%,China,Chengdu,NA
E02732,Alice Tran,Analyst,Marketing,Corporate,Female,Asian,39,07/29/2014,"$40,897",0%,United States,Seattle,NA
E00324,Hailey Song,Manager,Finance,Research & Development,Female,Asian,37,08/23/2016,"$124,928",6%,China,Chongqing,NA
E00518,Lydia Morales,Manager,Finance,Speciality Products,Female,Latino,51,06/14/2013,"$108,221",5%,Brazil,Manaus,NA
E01286,Liam Sanders,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,46,02/20/2007,"$75,579",0%,United States,Seattle,NA
E04564,Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,Male,Latino,41,12/27/2015,"$129,903",13%,Brazil,Sao Paulo,NA
E02033,Grace Sun,Director,Finance,Research & Development,Female,Asian,25,04/17/2021,"$186,870",20%,China,Shanghai,NA
E00412,Ezra Banks,Analyst II,Sales,Research & Development,Male,Caucasian,37,04/23/2010,"$57,531",0%,United States,Chicago,NA
E01844,Jayden Kang,Analyst,Finance,Research & Development,Male,Asian,46,04/24/2011,"$55,894",0%,United States,Seattle,NA
E00667,Skylar Shah,Field Engineer,Engineering,Manufacturing,Female,Asian,42,04/27/2012,"$72,903",0%,United States,Phoenix,NA
E02639,Sebastian Le,Analyst,Finance,Corporate,Male,Asian,37,11/09/2015,"$45,369",0%,China,Beijing,NA
E00287,Luca Nelson,Manager,Finance,Speciality Products,Male,Caucasian,60,06/15/2010,"$106,578",9%,United States,Miami,NA
E02235,Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,52,09/13/1999,"$92,994",0%,United States,Chicago,NA
E02720,Jaxon Fong,Sr. Analyst,Sales,Speciality Products,Male,Asian,59,03/13/1997,"$83,685",0%,China,Beijing,NA
E03583,Kayden Jordan,Cloud Infrastructure Architect,IT,Research & Development,Male,Caucasian,48,09/14/2010,"$99,335",0%,United States,Phoenix,NA
E01188,Alexander James,Sr. Manger,Human Resources,Manufacturing,Male,Caucasian,42,04/18/2013,"$131,179",15%,United States,Columbus,NA
E02428,Connor Luu,Computer Systems Manager,IT,Speciality Products,Male,Asian,35,05/03/2016,"$73,899",5%,China,Chengdu,NA
E03289,Christopher Lam,Vice President,Accounting,Manufacturing,Male,Asian,64,03/29/2013,"$252,325",40%,United States,Columbus,NA
E01947,Sophie Owens,Analyst II,Finance,Research & Development,Female,Caucasian,30,03/05/2015,"$52,697",0%,United States,Seattle,NA
E02024,Addison Perez,Operations Engineer,Engineering,Speciality Products,Female,Latino,29,09/25/2020,"$123,588",0%,Brazil,Sao Paulo,NA
E04249,Hadley Dang,Vice President,Accounting,Corporate,Female,Asian,47,12/26/2021,"$243,568",33%,United States,Austin,NA
E01090,Ethan Mehta,Director,Sales,Research & Development,Male,Asian,49,07/20/2001,"$199,176",24%,United States,Phoenix,NA
E03830,Madison Her,Technical Architect,IT,Speciality Products,Female,Asian,56,06/22/1996,"$82,806",0%,United States,Seattle,NA
E04363,Savannah Singh,Director,Marketing,Speciality Products,Female,Asian,53,06/20/1997,"$164,399",25%,United States,Seattle,NA
E04920,Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,Female,Asian,32,04/14/2017,"$154,956",13%,United States,Phoenix,NA
E03866,Jordan Zhu,Sr. Manger,Marketing,Manufacturing,Male,Asian,32,01/29/2017,"$143,970",12%,United States,Seattle,12/9/2017
E03521,Jackson Navarro,Director,Sales,Corporate,Male,Latino,52,09/25/2020,"$163,143",28%,Brazil,Sao Paulo,NA
E04095,Sadie Patterson,Sr. Analyst,Accounting,Speciality Products,Female,Caucasian,38,07/24/2020,"$89,390",0%,United States,Seattle,NA
E04079,Christopher Butler,Network Architect,IT,Manufacturing,Male,Caucasian,41,10/05/2017,"$67,468",0%,United States,Miami,NA
E01508,Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,Female,Latino,49,03/12/2016,"$100,810",12%,Brazil,Rio de Janerio,NA
E02259,Emily Lau,Sr. Analyst,Finance,Manufacturing,Female,Asian,35,03/18/2019,"$74,779",0%,United States,Phoenix,NA
E04972,Sophie Oh,Network Engineer,IT,Corporate,Female,Asian,29,11/09/2017,"$63,985",0%,United States,Miami,NA
E01834,Chloe Allen,Solutions Architect,IT,Manufacturing,Female,Caucasian,64,07/08/2004,"$77,903",0%,United States,Seattle,NA
E03124,Caleb Nelson,Director,Marketing,Corporate,Male,Caucasian,33,06/12/2017,"$164,396",29%,United States,Columbus,NA
E01898,Oliver Moua,IT Systems Architect,IT,Corporate,Male,Asian,29,06/28/2021,"$71,234",0%,United States,Seattle,NA
E00342,Wesley Doan,Manager,Finance,Corporate,Male,Asian,63,04/19/2004,"$122,487",8%,China,Shanghai,NA
E03910,Nova Hsu,Manager,Human Resources,Speciality Products,Female,Asian,32,01/03/2017,"$101,870",10%,United States,Phoenix,NA
E00862,Levi Moreno,Systems Analyst,IT,Research & Development,Male,Latino,64,06/27/2020,"$40,316",0%,Brazil,Manaus,NA
E02576,Gianna Ha,Manager,IT,Research & Development,Female,Asian,55,02/08/2005,"$115,145",5%,China,Chongqing,NA
E00035,Lillian Gonzales,Cloud Infrastructure Architect,IT,Manufacturing,Female,Latino,43,03/13/2009,"$62,335",0%,Brazil,Manaus,NA
E01832,Ezra Singh,Analyst,Finance,Manufacturing,Male,Asian,56,05/10/2006,"$41,561",0%,United States,Austin,NA
E01755,Audrey Patel,Sr. Manger,Finance,Speciality Products,Female,Asian,37,04/24/2011,"$131,183",14%,China,Shanghai,3/16/2016
E00465,Brooklyn Cho,Technical Architect,IT,Manufacturing,Female,Asian,45,07/08/2002,"$92,655",0%,China,Chengdu,NA
E02391,Piper Ramos,Sr. Manger,Sales,Manufacturing,Female,Latino,49,04/02/1996,"$157,057",12%,United States,Miami,NA
E04697,Eleanor Williams,Enterprise Architect,IT,Speciality Products,Female,Caucasian,61,02/09/2005,"$64,462",0%,United States,Chicago,NA
E00371,Melody Grant,Quality Engineer,Engineering,Corporate,Female,Caucasian,41,10/07/2005,"$79,352",0%,United States,Seattle,NA
E02992,Paisley Sanders,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,55,03/27/2001,"$157,812",11%,United States,Miami,NA
E04369,Santiago f Gray,Quality Engineer,Engineering,Corporate,Male,Caucasian,27,09/11/2018,"$80,745",0%,United States,Chicago,NA
